date,open,high,low,close,open_hfq,high_hfq,low_hfq,close_hfq,close_original,adj_factor,adj_factor_hfq,volume,amount,turnover,EP,BM,EV_EBITDA,FCF_Yield,ROE,Gross_Profit,Accruals,Asset_Growth,NBIS_W,ATVR_5_20,REV1,MOM_2_20,IND_RS_5,VOL20,AMIHUD20,THEME_HEAT,RSI,MACD,stock_code,stock_name
2023-01-06,18.18,19.37,17.95,19.06,126.27,133.8,124.81,131.8,28.42,0.6706544686840252,4.637579169598874,323792,915724848.0,1.0825,0.03999831374515051,0.28314610013395947,0.6171616380101995,0.023998988247090305,0.19278107589785862,0.25,-0.0007288132679259072,0.11732050807568878,3.116625e-07,1.0926620245214076,0.0005194805194805863,0.02261155415237226,0.019747666222160065,0.27015697992088067,0.06843431928155201,0.06761968462257115,53.69863011638955,-0.06691391496375942,300308,中际旭创
2023-01-13,19.15,19.15,18.54,18.63,132.34,132.34,128.53,129.08,27.82,0.6696621135873472,4.63982746225737,239801,673709347.0,0.64,0.0409215169072769,0.28968141001359454,0.6189528378182279,0.024552910144366138,0.19155880315071194,0.25,-0.009199887140725104,0.11594265014445845,5.568142999999998e-07,0.7901234566925773,-0.005872931126534864,-0.021655027187661657,-0.05186705244274559,0.2678633527172645,0.07410473394085618,-0.0007772923658888681,66.9841269543562,-0.01563701225105163,300308,中际旭创
2023-01-20,18.66,19.68,18.55,19.47,129.3,135.75,128.58,134.38,28.99,0.6716109003104519,4.635391514315281,270946,774521176.0,0.726,0.0391560277340816,0.2771835987957507,0.6152302465898088,0.023493616640448956,0.19011701736487738,0.25,-0.0019643885184480628,0.11431733698519438,5.877257e-07,0.9103448274720569,-0.005711318795430964,0.08444112762879974,0.007851379457303631,0.23494929517461552,0.06380339442848616,0.019265251171071883,73.89830504967533,0.12645706998128148,300308,中际旭创
2023-02-03,19.76,21.42,19.35,21.31,136.24,146.68,133.61,146.04,31.56,0.6752217997465145,4.6273764258555135,695945,2099751794.0,1.864,0.03577512247689201,0.2532503363938652,0.5988217507225806,0.021465073486135206,0.18847809734357623,0.25,0.08685541988135596,0.11246979603717468,4.5769369999999994e-07,1.7543529410113552,-0.018933731938216125,0.10330487627577212,0.0967673524388768,0.2644365566528932,0.054130844723980644,0.10916324035305472,85.75667652223757,0.4326754899864369,300308,中际旭创
2023-02-10,21.58,25.14,21.16,23.75,147.72,170.17,145.09,161.42,34.95,0.6795422031473533,4.618597997138769,1656040,5661055170.0,4.426,0.032099699367687105,0.22723219657066385,0.5736297171483531,0.019259819620612264,0.1866674817261768,0.25,0.11381484539942957,0.11042870406758996,1.3312119999999992e-07,2.3124346916242198,-0.06690454950936653,0.1663171054194219,0.128048101370695,0.36560837175184413,0.04666838718321072,0.4147479860377644,88.05031444602668,1.149939515686448,300308,中际旭创
2023-02-17,23.99,24.97,22.47,22.6,162.96,169.13,153.35,154.16,33.35,0.6776611694152924,4.6224887556221885,1495950,5276667436.0,3.998,0.03373309114967117,0.23879489683864008,0.5411545413979799,0.020239854689802703,0.18471327414014543,0.25,0.019031613197856404,0.10822574206261225,1.9467020000000002e-07,1.4519702196676243,0.021765913757700206,0.27466700110951214,-0.010778959180332781,0.4502231397755778,0.03943047693736057,0.08716578605953347,67.1689989134514,1.2633054981068348,300308,中际旭创
2023-02-24,22.64,24.06,22.57,23.69,154.39,163.37,153.94,161.06,34.87,0.6793805563521653,4.618870088901635,740710,2532716137.0,1.982,0.03218099873290708,0.2278077107873899,0.5160476744015932,0.019308599239744244,0.18264580698815316,0.25,0.0071600112887355615,0.1058951034882181,7.086429999999996e-08,0.6461287693350896,0.006126914660831484,0.16879936813816387,0.056564949444455226,0.4822818840348916,0.03332077812504865,-0.011741264299788608,61.11719604758335,0.9373649480514281,300308,中际旭创
2023-03-03,23.61,25.78,23.35,24.1,160.56,174.21,158.88,163.6,35.43,0.6802145074795372,4.617555743720011,1261033,4538079497.0,3.372,0.03163352116110243,0.22393214392337202,0.49000255921285857,0.018980112696661455,0.1804971706410551,0.25,0.003158167099459751,0.10347296355333863,1.8475599999999996e-07,0.9789519523594439,-0.020867430441898538,0.14578685476304376,0.019982537700484526,0.49552525416053406,0.028650743507085106,0.05755151308085031,47.37550470170584,0.9705875398619668,300308,中际旭创
2023-03-10,23.97,24.85,23.04,23.3,162.78,168.36,156.93,158.56,34.32,0.6789044289044289,4.62004662004662,781574,2728513355.0,2.0919999999999996,0.032719650643028696,0.23162080122546208,0.48304776335565713,0.019631790385817218,0.1783007153444137,0.25,-0.017027530649524784,0.10099691771321395,-9.970499999999987e-09,0.7312128626098842,0.005952380952380931,-0.003810747075831733,-0.011696422434527398,0.39599097519337134,0.025489913745964092,-0.015555597616137607,50.84427766019099,0.5972263813770411,300308,中际旭创
2023-03-17,23.22,24.11,21.89,23.51,158.06,163.69,149.67,159.88,34.61,0.6792834440913031,4.619474140421843,981062,3334053659.0,2.622,0.03242738664323983,0.2295518787134524,0.48970116152190757,0.0194564319859439,0.17609053356976728,0.25,0.02178899892917263,0.09850539812827153,2.6111669999999994e-07,1.041716328921664,0.007640449438202301,-0.0112065002168944,0.04136579437827592,0.4142663785417437,0.027918201736399213,-0.024773226994502746,50.21707669025994,0.21547127146089906,300308,中际旭创
2023-03-24,23.53,36.59,23.51,36.17,160.06,242.48,159.92,239.8,52.23,0.6925138809113537,4.591231093241433,3244372,14507836292.0,8.676,0.02107735305453604,0.14920554792793106,0.47047100439308964,0.012646411832721622,0.17390093084537406,0.25,0.08698123544501381,0.09603707713601206,2.0598859999999993e-07,2.0703973272385063,-0.1368421052631581,0.2751171891892392,0.5050500395446891,0.9455676786581629,0.028200497297247513,0.9407499485159854,84.89795917674303,2.3216292423787976,300308,中际旭创
